sample	coverage	taxonomy
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus frumenti
Simulated_Zymo_1	0.71	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus gastricus
Simulated_Zymo_1	0.42	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Secundilactobacillus; s__Secundilactobacillus paracollinoides
Simulated_Zymo_1	7.7	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus faecalis
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus plantarum
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus sp002140975
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_B; s__Enterococcus_B sp009933175
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_B; s__Enterococcus_B faecalis_A
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Listeriaceae; g__Listeria; s__Listeria seeligeri
Simulated_Zymo_1	0.57	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Listeriaceae; g__Listeria; s__Listeria monocytogenes_B
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Listeriaceae; g__Listeria; s__Listeria floridensis
Simulated_Zymo_1	3.16	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus aureus
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus argenteus
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus licheniformis
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_D; f__Amphibacillaceae; g__Gracilibacillus; s__Gracilibacillus dipsosauri
Simulated_Zymo_1	0.09	Root; d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__DTKB01; f__DTKB01; g__DTKB01; s__DTKB01 sp011333655
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae; g__Terracidiphilus; s__Terracidiphilus sp903842065
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__WO2-41-13; f__2-01-FULL-45-33; g__GWA1-44-29; s__GWA1-44-29 sp001001285
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1406; f__HO2-37-13b; g__2-01-FULL-39-24; s__2-01-FULL-39-24 sp001789445
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__UBA4473; f__UBA4473; g__OLZORAL124-38-8; s__OLZORAL124-38-8 sp002747745
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__DSRJ01; s__DSRJ01 sp011331615
Simulated_Zymo_1	0.33	Root; d__Bacteria; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__SMWT01; s__SMWT01 sp004356615
Simulated_Zymo_1	0.05	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Promineofilales; f__Promineofilaceae; g__Promineofilum; s__Promineofilum sp014237545
