name	mean	rank
Paenibacillus amylolyticus	7067629.333333333	species
Paenibacillus amylolyticus_A	6724539.666666667	species
Paenibacillus amylolyticus_B	7290518.375	species
Paenibacillus amylolyticus_D	6766424	species
Paenibacillus antarcticus	5394223.5	species
Paenibacillus azoreducens	7122298.5	species
Paenibacillus barcinonensis	6327515.5	species
Paenibacillus borealis	8156808	species
Paenibacillus brasilensis	5522467.5	species
Paenibacillus camerounensis	6932897	species
Paenibacillus campinasensis	5471304	species
Paenibacillus cellulositrophicus_A	7460056.857142857	species
Paenibacillus chibensis	5910497	species
Paenibacillus cookii	5843216	species
Paenibacillus crassostreae	4701370.5	species
Paenibacillus dakarensis	4569428	species
Paenibacillus dokdonensis	6476225	species
Paenibacillus donghaensis	8542333	species
Paenibacillus durus	6053498	species
Paenibacillus durus_B	5468199	species
Paenibacillus etheri	6634505	species
Paenibacillus forsythiae	5081302	species
Paenibacillus glacialis	5709291	species
Paenibacillus glucanolyticus	6537621.666666667	species
Paenibacillus graminis	7076329	species
Paenibacillus helianthi	7054598.25	species
Paenibacillus ihbetae	6568411	species
Paenibacillus ihuae	6725359	species
Paenibacillus illinoisensis	6686905	species
Paenibacillus jilunlii	7071233	species
Paenibacillus kribbensis	5869709.75	species
Paenibacillus lactis	6821017.4375	species
Paenibacillus lautus	7239502.5	species
Paenibacillus lautus_A	7011849.9	species
Paenibacillus lemnae	4585858	species
Paenibacillus macquariensis	6184383	species
Paenibacillus massiliensis	6341323.5	species
Paenibacillus maysiensis	5728844.25	species
Paenibacillus odorifer	7004998.1875	species
Paenibacillus ottowii	5435691.4	species
Paenibacillus pabuli	7329063	species
Paenibacillus panacisoli	6477692	species
Paenibacillus peoriae	5771987	species
Paenibacillus phytohabitans	8374190.5	species
Paenibacillus pini	4961801	species
Paenibacillus polymyxa	5806947.863636363	species
Paenibacillus polymyxa_B	5928275.259259259	species
Paenibacillus polymyxa_C	5832792.866666666	species
Paenibacillus polymyxa_D	5796059.25	species
Paenibacillus polymyxa_E	6570682	species
Paenibacillus polysaccharolyticus	6518728.25	species
Paenibacillus rhizoplanae	7547283	species
Paenibacillus rhizosphaerae	7550546.5	species
Paenibacillus riograndensis	7650537	species
Paenibacillus sabinae	5357371.333333333	species
Paenibacillus silagei	7671620.666666667	species
Paenibacillus silvae	6845938.4	species
Paenibacillus solani	6313051	species
Paenibacillus sonchi	7644767.5	species
Paenibacillus sophorae	5837376.5	species
Paenibacillus sp000316035	6657194	species
Paenibacillus sp000374185	6836219	species
Paenibacillus sp000499205	7222185.75	species
Paenibacillus sp000758525	7688607.5	species
Paenibacillus sp000758545	6976331.5	species
Paenibacillus sp000758585	6754011.5	species
Paenibacillus sp000758605	7718525	species
Paenibacillus sp000758625	7237781	species
Paenibacillus sp000949425	5787303	species
Paenibacillus sp001315105	6112248	species
Paenibacillus sp001426865	6517729	species
Paenibacillus sp001517085	7457220	species
Paenibacillus sp001682855	6681755	species
Paenibacillus sp001860525	7258933.75	species
Paenibacillus sp001955535	6031991	species
Paenibacillus sp001955855	6917653	species
Paenibacillus sp001955925	7615360.5	species
Paenibacillus sp002257645	7869445	species
Paenibacillus sp002264395	7011757	species
Paenibacillus sp002438345	5842540	species
Paenibacillus sp002573715	7385239.75	species
Paenibacillus sp002968835	6751460	species
Paenibacillus sp003268635	6667063	species
Paenibacillus sp003854965	5394581.5	species
Paenibacillus sp005577435	4416666.5	species
Paenibacillus sp009664975	7082651	species
Paenibacillus sp009807035	6632024	species
Paenibacillus sp009870785	4558425	species
Paenibacillus sp012912005	6486370	species
Paenibacillus sp013359945	6375712	species
Paenibacillus sp014836635	5411474	species
Paenibacillus sp014844075	7551121	species
Paenibacillus sp017086365	6273877	species
Paenibacillus sp017512705	5167725	species
Paenibacillus sp018310695	5753693	species
Paenibacillus sp018403225	6401519	species
Paenibacillus sp018403285	5197310	species
Paenibacillus sp900101225	7223234	species
Paenibacillus sp900109515	7134614.857142857	species
Paenibacillus sp900110055	7204416.6	species
Paenibacillus sp900111565	5390125	species
Paenibacillus sp900116105	5243123	species
Paenibacillus sp900289175	4835346	species
Paenibacillus spiritus	4305989	species
Paenibacillus stellifer	5658798	species
Paenibacillus taichungensis	7063759.833333333	species
Paenibacillus taichungensis_A	6990915	species
Paenibacillus tengchongensis	6400566	species
Paenibacillus tepidiphilus	6809498	species
Paenibacillus terrae_A	6514862	species
Paenibacillus terrae_B	6083395	species
Paenibacillus terrae_C	5259774	species
Paenibacillus tritici	7539933.5	species
Paenibacillus typhae	6740451	species
Paenibacillus uliginis	6452185	species
Paenibacillus urinalis	5645935.5	species
Paenibacillus wynnii	5988861	species
Paenibacillus xylanexedens	6991849	species
Paenibacillus xylanexedens_A	7098239	species
Paenibacillus xylanexedens_B	6608907.5	species
Paenibacillus xylanilyticus	7424532	species
Paenibacillus xylanivorans	7087286	species
Paenibacillus zanthoxyli	5045676	species
Paenibacillus_A aceti	5517081	species
Paenibacillus_A anaericanus	6069163	species
Paenibacillus_A antibioticophila	5551841.25	species
Paenibacillus_A barengoltzii	4821961	species
Paenibacillus_A bouchesdurhonensis	5824920	species
Paenibacillus_A faecis	6315514	species
Paenibacillus_A fonticola	6309271	species
Paenibacillus_A ihumii	5924107	species
Paenibacillus_A lentus	5288676	species
Paenibacillus_A lutimineralis	6497679	species
Paenibacillus_A macerans	7206016.625	species
Paenibacillus_A oralis	8108289	species
Paenibacillus_A panacisegetis	5401837	species
Paenibacillus_A phaseoli	5444741	species
Paenibacillus_A phocaensis	5515107	species
Paenibacillus_A physcomitrellae	4834222	species
Paenibacillus_A pinistramenti	4201341	species
Paenibacillus_A rubinfantis	5370356	species
Paenibacillus_A sanguinis	4804136	species
Paenibacillus_A segetis	5502902	species
Paenibacillus_A senegalimassiliensis	5059704	species
Paenibacillus_A shirakamiensis	4087951	species
Paenibacillus_A sp000159955	5097411	species
Paenibacillus_A sp002439285	4304330	species
Paenibacillus_A sp003060825	4888410	species
Paenibacillus_A sp018919145	5237811	species
Paenibacillus_A sp900069005	5670163.333333333	species
Paenibacillus_A timonensis	5036012.666666667	species
Paenibacillus_A tuaregi	5699012.333333333	species
Paenibacillus_A turicensis	4772929	species
Paenibacillus_A vini	5550977	species
Paenibacillus_A woosongensis	5749920	species
Paenibacillus_A yonginensis	4985901	species
Paenibacillus_A zeisoli	4401636	species
Paenibacillus_AA koleovorans	7544267	species
Paenibacillus_AB flagellatus	7244097	species
Paenibacillus_AB ginsengarvi	8283483	species
Paenibacillus_AB hemerocallicola	9652120	species
Paenibacillus_AB mesophilus	8791003	species
Paenibacillus_AB sp014705615	8047219	species
Paenibacillus_AC psychroresistens	8101785	species
Paenibacillus_AE antri	7182231	species
Paenibacillus_AE sp016482785	6337839	species
Paenibacillus_AF thalictri	9419252	species
Paenibacillus_AG sediminis	3608107	species
Paenibacillus_AH cisolokensis	5340533	species
Paenibacillus_AI eucommiae	10264536	species
Paenibacillus_AI sp900104695	5830986	species
Paenibacillus_AK turpanensis	4966221	species
Paenibacillus_B alvei	6461913.2	species
Paenibacillus_B apiarius	5991572	species
Paenibacillus_B aquistagni	5405133.333333333	species
Paenibacillus_B assamensis	5027965	species
Paenibacillus_B dendritiformis_A	6632430.666666667	species
Paenibacillus_B dendritiformis_B	6812673	species
Paenibacillus_B dendritiformis_C	6183834	species
Paenibacillus_B popilliae	3833720	species
Paenibacillus_B sp000283315	6931767	species
Paenibacillus_B sp001894745	6568852.222222222	species
Paenibacillus_B sp007786455	5805076	species
Paenibacillus_B sp014841135	5307553	species
Paenibacillus_B sp015558675	5468126	species
Paenibacillus_B sp900539405	6331021	species
Paenibacillus_B taiwanensis	5247653	species
Paenibacillus_B thiaminolyticus	6591249.142857143	species
Paenibacillus_C agaridevorans	8852165.5	species
Paenibacillus_C algorifonticola	7481961	species
Paenibacillus_C castaneae	6277985.5	species
Paenibacillus_C catalpae	6620053	species
Paenibacillus_C endophyticus	7302688	species
Paenibacillus_C glycanilyticus	6876264.5	species
Paenibacillus_C gorillae	6257966	species
Paenibacillus_C harenae	6968425	species
Paenibacillus_C intestinavium	4565299	species
Paenibacillus_C lupini	6666604	species
Paenibacillus_C luteus	8511810	species
Paenibacillus_C montaniterrae	6054055	species
Paenibacillus_C nanensis	6118890	species
Paenibacillus_C oryzae	5905968	species
Paenibacillus_C paeoniae	5788211	species
Paenibacillus_C paridis	7796941	species
Paenibacillus_C pinisoli	5962315	species
Paenibacillus_C prosopidis	6635990	species
Paenibacillus_C protaetiae	4228822	species
Paenibacillus_C radicis	6502925	species
Paenibacillus_C sinopodophylli	7041010	species
Paenibacillus_C sp000023585	7184930	species
Paenibacillus_C sp001280845	7479858	species
Paenibacillus_C sp001428245	6398986	species
Paenibacillus_C sp001682865	7403243.5	species
Paenibacillus_C sp001956095	7230871	species
Paenibacillus_C sp001956295	7846829	species
Paenibacillus_C sp002741035	7411599.5	species
Paenibacillus_C sp003217535	6744710	species
Paenibacillus_C sp003591485	5761624	species
Paenibacillus_C sp004345425	6676912.5	species
Paenibacillus_C sp005222705	6856299	species
Paenibacillus_C sp009737085	5020612	species
Paenibacillus_C sp011947265	7013989	species
Paenibacillus_C sp012935325	8014288	species
Paenibacillus_C sp014705655	7062597	species
Paenibacillus_C sp016019935	5281746	species
Paenibacillus_D abyssi	5229276	species
Paenibacillus_D daejeonensis	7464058	species
Paenibacillus_D pinihumi	6752023	species
Paenibacillus_D sp003851045	8226094	species
Paenibacillus_D sp004134985	7710950	species
Paenibacillus_D sp014705605	6216864	species
Paenibacillus_D sp016424485	5367904	species
Paenibacillus_E aceris	7984857	species
Paenibacillus_E alba	8727313	species
Paenibacillus_E alginolyticus	8068249.666666667	species
Paenibacillus_E chondroitinus	8392963.333333334	species
Paenibacillus_E chondroitinus_A	8696589	species
Paenibacillus_E ferrarius	9184342	species
Paenibacillus_E marchantiophytorum	8254172	species
Paenibacillus_E oryzisoli	8311090	species
Paenibacillus_E pectinilyticus	7877932	species
Paenibacillus_E phytorum	8845269.5	species
Paenibacillus_E plantarum	9203724	species
Paenibacillus_E planticolens	7750246	species
Paenibacillus_E qinlingensis	8906323	species
Paenibacillus_E silvestris	8179699	species
Paenibacillus_E sp000620565	7371174	species
Paenibacillus_E sp001426375	8204351.5	species
Paenibacillus_E sp001428045	8322306	species
Paenibacillus_E sp001428105	8257780	species
Paenibacillus_E sp001429545	7664053	species
Paenibacillus_E sp007829615	8736032	species
Paenibacillus_E sp008017805	7571640	species
Paenibacillus_E sp010820665	6340331	species
Paenibacillus_E sp014534655	7228227	species
Paenibacillus_E sp900103825	6252761	species
Paenibacillus_E whitsoniae	7421650	species
Paenibacillus_F chitinolyticus	6470665.5	species
Paenibacillus_F sp000411255	6327857	species
Paenibacillus_F sp001541095	5457985	species
Paenibacillus_F sp009757775	5538742	species
Paenibacillus_F sp900107975	5841337	species
Paenibacillus_G ehimensis	7568197.5	species
Paenibacillus_G elgii	7783580.833333333	species
Paenibacillus_G mucilaginosus	8740689.666666666	species
Paenibacillus_G naphthalenovorans	5213142	species
Paenibacillus_G puerhi	6710097	species
Paenibacillus_G solanacearum	7609664	species
Paenibacillus_G sp001399685	7563577	species
Paenibacillus_G sp007786445	7564172	species
Paenibacillus_G sp017833255	4708541	species
Paenibacillus_G sp018998565	7899415	species
Paenibacillus_G sp900101595	7267735	species
Paenibacillus_G sp910594985	8178005	species
Paenibacillus_G tianmuensis	6029601	species
Paenibacillus_G tyrfis	8037290	species
Paenibacillus_G validus	5552913.833333333	species
Paenibacillus_H larvae	4399431.666666667	species
Paenibacillus_I darwinianus	3024725.6666666665	species
Paenibacillus_I sambharensis	5661449	species
Paenibacillus_J bovis	5517199	species
Paenibacillus_J dauci	5467460	species
Paenibacillus_J hunanensis	5692767	species
Paenibacillus_J nicotianae	5215813	species
Paenibacillus_J nuruki	5286086.5	species
Paenibacillus_J wulumuqiensis	5240711	species
Paenibacillus_K guangzhouensis	6948340	species
Paenibacillus_K selenitireducens	6890642	species
Paenibacillus_K terrigena	6361561	species
Paenibacillus_L senegalensis	5614755	species
Paenibacillus_L sp007679495	5765955	species
Paenibacillus_L sp018403245	6672629	species
Paenibacillus_M ginsengihumi	5675308	species
Paenibacillus_N swuensis	5012599	species
Paenibacillus_O beijingensis	5749967	species
Paenibacillus_O herberti	5414232	species
Paenibacillus_O humicus	5562411.666666667	species
Paenibacillus_O pasadenensis	5748567.5	species
Paenibacillus_O sp002243345	5486292.25	species
Paenibacillus_O sp012676905	5168992	species
Paenibacillus_O sp900105225	5519819	species
Paenibacillus_S foliorum	7874230	species
Paenibacillus_S piri	7972962	species
Paenibacillus_S rigui	7172832	species
Paenibacillus_S sp000686845	7486340	species
Paenibacillus_S sp001956045	9468060	species
Paenibacillus_S sp002042965	7786812	species
Paenibacillus_S sp011440305	8375108	species
Paenibacillus_S sp900114475	7618349	species
Paenibacillus_S xerothermodurans	4362399	species
Paenibacillus_T cellulosilyticus	7047232	species
Paenibacillus_T curdlanolyticus	5452778	species
Paenibacillus_T kobensis	6469217	species
Paenibacillus_T sp009789195	5710058	species
Paenibacillus_T sp014779765	6776538	species
Paenibacillus_T xylaniclasticus	4899931	species
Paenibacillus_V contaminans	10232629	species
Paenibacillus_W thermoaerophilus	3702288	species
Paenibacillus_Z albus	6632345	species
Paenibacillus_Z baekrokdamisoli	7211957.5	species
Paenibacillus_Z glycinis	7325334	species
Paenibacillus_Z lycopersici	6743310	species
Paenibacillus_Z mendelii	8136634	species
Paenibacillus_Z methanolicus	8262020	species
Paenibacillus_Z montanisoli	6172437	species
Paenibacillus_Z nasutitermitis	8292223	species
Paenibacillus_Z phyllosphaerae	7894703	species
Paenibacillus_Z rhizovicinus	7524325	species
Paenibacillus_Z sacheonensis	7431943	species
Paenibacillus_Z sepulcri	8768491	species
Paenibacillus_Z sp004342525	6210985	species
Paenibacillus_Z sp900106745	6988175	species
Paenibacillus_Z sp900110075	6104220	species
Paenibacillus_Z sp900113915	7381320.5	species
Paenibacillus_Z sp900116125	7261088	species
Paenibacillus_Z taihuensis	6788771	species
Paeniglutamicibacter antarcticus	4091523	species
Paeniglutamicibacter antarcticus_A	4433083	species
Paeniglutamicibacter cryotolerans	4137774	species
Paeniglutamicibacter gangotriensis	4424984	species
Paeniglutamicibacter kerguelensis	4807802	species
Paeniglutamicibacter psychrophenolicus	4907766	species
Paeniglutamicibacter sp001863355	4924590	species
Paeniglutamicibacter sp002975435	4309199	species
Paeniglutamicibacter sp003287975	4647352	species
Paeniglutamicibacter sp019084045	4439639	species
Paeniglutamicibacter terrestris	4233012.5	species
Paenirhodobacter enshiensis	3439591	species
Paenirhodobacter ferrireducens	4068088.25	species
Paenirhodobacter hankyongi	3801301	species
Paenirhodobacter populi	4593756	species
Paenisporosarcina antarctica	3899236.5	species
Paenisporosarcina indica	3610334	species
Paenisporosarcina sp000286315	4115384	species
Paenisporosarcina sp000411295	3522309	species
Paenisporosarcina sp000484595	3479654	species
Paenisporosarcina sp003058165	4020721	species
Paenochrobactrum gallinarii	3394372	species
Pajaroellobacter abortibovis	1821632	species
Palaeococcus ferrophilus	2206431	species
Palaeococcus pacificus	1859370	species
Palaeococcus sp003663695	1363487	species
Palleronia abyssalis	4404602	species
Palleronia aestuarii	4545653	species
Palleronia caenipelagi	4020978	species
Palleronia guishaninsula	2897133	species
Palleronia marisminoris	3843857	species
Palleronia pelagia	3858435	species
Palleronia pontilimi	3724089	species
Palleronia rufa	3849771	species
Palleronia salina	3574415	species
Palleronia sp004358695	3397122	species
Palleronia sp900609015	3331497	species
PALSA-1003 sp005882995	5287307	species
PALSA-1003 sp005883655	3600767.5	species
PALSA-1003 sp005888865	4115048	species
PALSA-1003 sp005888955	3007847	species
PALSA-1003 sp005889025	3819635	species
PALSA-1003 sp017880805	3911419	species
PALSA-1004 sp003153455	6693866	species
PALSA-1004 sp016192835	5144787	species
PALSA-1004 sp903889565	4798399.94117647	species
PALSA-1004 sp903913965	4691354	species
PALSA-1005 sp016717855	6094485.666666667	species
PALSA-1006 sp003151655	3386394	species
PALSA-1006 sp004297065	3105268	species
PALSA-1006 sp009773615	2365552	species
PALSA-1006 sp903876625	3774138	species
PALSA-1006 sp903913145	3568058.3333333335	species
Palsa-1032 sp003169735	3049073.5	species
Palsa-1032 sp013696275	2357144	species
Palsa-1033 sp003152165	3603921	species
Palsa-1033 sp003169655	3344747	species
Palsa-1033 sp017881915	2924956	species
PALSA-1081 sp003151275	8362825	species
PALSA-1081 sp003153555	7839336	species
PALSA-1081 sp003963305	6931295	species
PALSA-1081 sp018266255	6335607	species
PALSA-1104 sp003170275	8174038	species
Palsa-1150 sp003139415	6085170	species
PALSA-1176 sp003151975	4644201	species
PALSA-1176 sp016194705	4156493	species
PALSA-1178 sp003167475	2747309	species
PALSA-1180 sp003152075	4104102	species
Palsa-1188 sp003160265	2250714	species
PALSA-1196 sp003140135	3733925	species
Palsa-1233 sp003169895	3351940	species
Palsa-1233 sp011390645	2929984	species
Palsa-1233 sp013694695	2804215	species
Palsa-1233 sp016704275	3146050.5	species
Palsa-1233 sp016720805	3547307	species
Palsa-1248 sp003152485	4238995.666666667	species
PALSA-129 sp003152325	5881655	species
PALSA-129 sp003167255	7351839	species
PALSA-1295 sp003151825	3593072	species
PALSA-1295 sp017882165	3457814	species
PALSA-1295 sp903900335	4011002.6666666665	species
Palsa-1315 sp002737345	1731688	species
Palsa-1315 sp002869885	2810534.5	species
Palsa-1315 sp002869895	3453425	species
Palsa-1315 sp002869925	3364916	species
Palsa-1315 sp003135435	4400075.5	species
Palsa-1315 sp005116815	1973679	species
Palsa-1315 sp005116835	3743656	species
Palsa-1315 sp005116885	3186592	species
Palsa-1315 sp005116945	3393310	species
Palsa-1315 sp005239475	3452653.5	species
Palsa-1315 sp005887945	3545157	species
Palsa-1315 sp009885705	2736807	species
Palsa-1315 sp013140715	3581610	species
Palsa-1315 sp013388555	3521690	species
Palsa-1315 sp014379455	3733159	species
Palsa-1315 sp016200355	2944264	species
Palsa-1315 sp016219645	3057619	species
Palsa-1315 sp018971525	4376709	species
PALSA-1316 sp004321925	3226325	species
PALSA-1316 sp013824615	3597433	species
PALSA-1316 sp016215155	3433631	species
PALSA-1335 sp003153355	1456349	species
PALSA-1337 sp003151615	923438	species
PALSA-1353 sp003153655	4647106	species
PALSA-1355 sp003153375	6698183	species
PALSA-1355 sp016200205	4956158	species
Palsa-1382 sp003167365	3042501.5	species
Palsa-1392 sp003169975	4464095.4	species
Palsa-1392 sp013695925	3285607	species
Palsa-1392 sp013815325	4151608	species
Palsa-1392 sp013821455	4302014	species
PALSA-1396 sp003140275	5864235	species
PALSA-1396 sp016200005	6540721	species
Palsa-1400 sp003138485	4750225	species
Palsa-1400 sp003140095	7813620	species
Palsa-1439 sp003152315	4887466	species
Palsa-1439 sp003164675	3479987	species
PALSA-1440 sp003152225	8379441	species
PALSA-1440 sp903912925	8795222	species
PALSA-1444 sp003153295	2257809	species
PALSA-1444 sp017994195	1679597	species
PALSA-1444 sp018239715	2143069	species
Palsa-1447 sp003140665	3646427	species
Palsa-1447 sp003151495	4115319	species
Palsa-1447 sp003151515	3606652	species
Palsa-1447 sp003164715	3788902	species
Palsa-1447 sp903834135	2487681.8536585364	species
Palsa-1447 sp903862935	3229328	species
Palsa-1447 sp903887455	3338004	species
Palsa-1447 sp903890485	3080582.6666666665	species
Palsa-1447 sp903891325	3291573.5	species
Palsa-1447 sp903916755	3351117	species
Palsa-1447 sp903919205	3257617	species
PALSA-1448 sp003151315	1854541	species
Palsa-147 sp003152355	4322546.333333333	species
Palsa-1515 sp903970385	3367694	species
Palsa-187 sp003170295	6982827	species
Palsa-187 sp019261985	6867873	species
Palsa-187 sp902826605	4488589	species
Palsa-187 sp903892565	4625596	species
PALSA-188 sp019241735	2618251	species
Palsa-189 sp003223315	4295915	species
Palsa-189 sp003223325	6104530	species
Palsa-189 sp003224175	5618620	species
PALSA-243 sp003135055	10710138	species
PALSA-270 sp003132825	4618113	species
PALSA-278 sp003133505	3222601	species
Palsa-288 sp003132145	3117697.5	species
Palsa-288 sp003133205	6149698	species
Palsa-288 sp003142215	3568548	species
Palsa-288 sp003142235	2837518	species
Palsa-288 sp003162875	4872290.833333333	species
Palsa-288 sp903932155	3881410	species
Palsa-295 sp003156635	4181007	species
Palsa-295 sp003166795	4000728.3333333335	species
Palsa-295 sp003167215	3738045.2	species
Palsa-295 sp013289695	4515227	species
Palsa-295 sp013289715	4936869	species
Palsa-343 sp003131625	5394508	species
Palsa-343 sp003152415	4250281	species
Palsa-343 sp003152595	5285138	species
Palsa-343 sp003166955	5419852.5	species
Palsa-343 sp003167515	5046577	species
Palsa-343 sp003428625	5001827	species
PALSA-350 sp003152195	6799527	species
Palsa-360 sp003165465	4617235	species
PALSA-457 sp003161575	3526287	species
Palsa-459 sp003162395	2652667	species
Palsa-461 sp003151235	3574451	species
Palsa-461 sp003161255	2999009	species
Palsa-465 sp003137075	3863644	species
Palsa-465 sp003165655	4690089	species
Palsa-465 sp003244035	3013349	species
Palsa-465 sp005883415	2929535	species
Palsa-465 sp017354065	2538404	species
Palsa-465 sp017882465	5524661	species
Palsa-465 sp019239375	4709903	species
Palsa-465 sp019239445	4324068	species
Palsa-465 sp019240015	3148633	species
Palsa-465 sp019240115	4026194	species
Palsa-465 sp019240655	4947418	species
Palsa-465 sp019244395	5587070	species
Palsa-465 sp019244745	5024771	species
Palsa-465 sp019247075	3645809	species
Palsa-504 sp003140115	7564257	species
Palsa-504 sp003168295	8203119	species
Palsa-504 sp019246795	4279158	species
PALSA-505 sp003168255	7153144	species
Palsa-506 sp003168215	5401505	species
Palsa-513 sp003132505	2645819.5	species
Palsa-513 sp003133565	2580862	species
Palsa-513 sp003138355	2627823	species
PALSA-555 sp003140175	4245652	species
PALSA-600 sp003136795	2606614	species
PALSA-600 sp009702325	1911961	species
PALSA-600 sp013362295	3794236	species
PALSA-600 sp013821525	3630851	species
PALSA-600 sp017882605	2095972	species
PALSA-600 sp019237315	2272133	species
PALSA-600 sp900299235	2105859	species
PALSA-600 sp903915545	2324014.5	species
PALSA-600 sp903930195	2063184	species
Palsa-601 sp003136185	3900334.3333333335	species
PALSA-610 sp003134555	4630445	species
PALSA-612 sp003134505	2814252	species
PALSA-647 sp003132585	3009642	species
PALSA-660 sp003133285	1868928	species
PALSA-660 sp903831865	2155199	species
Palsa-661 sp003151475	4579623.666666667	species
PALSA-688 sp003156795	4566532	species
Palsa-739 sp003139545	2959097	species
Palsa-739 sp003152275	3250968	species
Palsa-739 sp003161615	2323939	species
Palsa-739 sp005883365	2148135	species
Palsa-739 sp019234175	2148186	species
Palsa-739 sp019236545	2718423	species
PALSA-743 sp003151955	4566085	species
Palsa-744 sp005884115	3137564	species
Palsa-744 sp005885515	2685901	species
Palsa-744 sp013815355	3199244	species
Palsa-744 sp017882375	3567808	species
Palsa-744 sp017882445	3274462	species
Palsa-744 sp017882455	3312879	species
Palsa-744 sp903970125	2655961	species
PALSA-747 sp003151395	1849696	species
PALSA-747 sp903821145	1260281.3636363635	species
PALSA-747 sp903825945	1287860	species
PALSA-747 sp903827345	1612827	species
PALSA-747 sp903827945	1476861.9	species
PALSA-747 sp903834515	1475618	species
PALSA-747 sp903838295	1454187.125	species
PALSA-747 sp903843225	1237703	species
PALSA-747 sp903844115	1385097.25	species
PALSA-747 sp903852585	1338619.1	species
PALSA-747 sp903895995	1353659.6666666667	species
PALSA-747 sp903897155	1149320.611111111	species
PALSA-747 sp903898555	1491860.8666666667	species
PALSA-747 sp903899375	1495083.7714285713	species
PALSA-747 sp903907665	1756330.3333333333	species
PALSA-747 sp903916385	1286607.3333333333	species
PALSA-747 sp903928395	1855955	species
PALSA-747 sp903932695	1215793	species
PALSA-747 sp903933585	1504607.3333333333	species
PALSA-747 sp903953805	1308408.25	species
Palsa-851 sp003131685	3782900	species
Palsa-851 sp003132525	3204564	species
Palsa-851 sp003132805	2789151.5	species
Palsa-851 sp003135895	3600014	species
Palsa-851 sp003136295	2805378	species
Palsa-851 sp003153505	3901829.5	species
Palsa-851 sp003162415	3694353	species
Palsa-870 sp003151935	2938603	species
Palsa-870 sp003169845	3675533.5	species
Palsa-870 sp004299235	2873252	species
Palsa-872 sp003139695	3262167.25	species
Palsa-872 sp003151665	3318627	species
Palsa-872 sp005880945	2957972.5	species
Palsa-875 sp003153125	3018044	species
Palsa-875 sp003244045	3117691	species
Palsa-875 sp016464795	2923699	species
Palsa-881 sp003136615	2794017	species
Palsa-881 sp018241335	4405988	species
Palsa-881 sp019232665	3828023	species
Palsa-881 sp019247715	4056632	species
Palsa-881 sp903870555	4345882	species
Palsa-881 sp903872075	4364520.571428572	species
Palsa-881 sp903923135	4609165.333333333	species
Palsa-883 sp003151425	7630039.5	species
Palsa-89 sp003162425	8721485	species
Palsa-89 sp003166865	6540887.5	species
Palsa-89 sp003166875	8030016.666666667	species
Palsa-892 sp003135415	2991254	species
PALSA-894 sp003140315	6072974	species
PALSA-894 sp005884685	5394776	species
PALSA-911 sp003133265	4332218	species
PALSA-926 sp016195185	1870627	species
PALSA-926 sp018971405	1829189	species
Palsa-948 sp003164895	3247300	species
Palsa-948 sp004297845	3469785	species
Palsa-948 sp016195025	3505645	species
Palsa-948 sp016213405	3651036	species
Palsa-948 sp016213435	3699702	species
Palsa-965 sp003151415	4312389	species
Palsa-965 sp003153435	4018676	species
PALSA-967 sp003151745	4608047	species
PALSA-968 sp003153315	4143903	species
PALSA-968 sp018267475	2761534	species
PALSA-968 sp903923915	3268120	species
PALSA-968 sp903970545	3137154	species
PALSA-986 sp003133625	2545071	species
PALSA-986 sp003141855	2381681.5	species
PALSA-986 sp003151735	3506105	species
PALSA-986 sp003164295	3264811	species
PALSA-986 sp003165195	3164738	species
PALSA-986 sp003589585	2076091	species
PALSA-986 sp009776805	2287482	species
PALSA-986 sp009778385	2179374	species
PALSA-986 sp009779045	1271579	species
PALSA-986 sp009781395	2128005	species
PALSA-986 sp009781675	2110187.5	species
PALSA-986 sp009783705	2373564	species
PALSA-986 sp009787175	1587817	species
PALSA-986 sp009787585	1854849.3333333333	species
PALSA-986 sp011332615	2759101	species
PALSA-986 sp011367965	2229984	species
PALSA-986 sp012511995	2228821	species
PALSA-986 sp012513715	2127752	species
PALSA-986 sp012515445	2441274	species
PALSA-986 sp903901015	2007423.75	species
Palsibacter borealis	4034030	species
Paludibacter propionicigenes	3685504	species
Paludibacter sp001873635	2633952	species
Paludibacter sp001898935	4182621	species
Paludibacter sp002070265	2946271	species
Paludibacter sp002427615	3168066	species
Paludibacter sp003250325	3403936	species
Paludibacter sp009929375	3868148	species
Paludibacter sp010365115	4790818	species
Paludibacter sp012519425	2392937	species
Paludibacter sp013426815	3772164	species
Paludibacter sp015654525	4158782	species
Paludibacter sp016937795	3743171	species
Paludibacter sp017860345	3272060	species
Paludibacter sp017882285	3179187	species
Paludibacter sp017989795	2450437	species
Paludibacter sp019163375	4657121	species
Paludibacter sp903830915	4740646	species
Paludibacter sp903873355	3574952	species
Paludibacter sp903899865	2865578	species
Paludibacter sp903901975	3904430.1666666665	species
Paludibacter sp903911085	6388483.666666667	species
Paludibacter sp903912795	4660894	species
Paludibacter sp903927945	4472796	species
Paludibacter sp903929065	3995027	species
Paludibacterium paludis	4037129	species
Paludibacterium purpuratum	4036026	species
Paludibacterium sp018260425	4014303	species
Paludibacterium sp018802765	3626872	species
Paludibacterium sp019232825	4087337.5	species
Paludibacterium yongneupense	4373233.5	species
Paludibaculum fermentans	9532094	species
Paludibaculum sp002298225	6737936	species
Paludibaculum sp016213725	6049182	species
Paludibaculum sp016215215	4709714	species
Paludibaculum sp016721425	7693013	species
Paludibaculum sp017307505	9385101	species
Paludifilum halophilum	3789765	species
