rank	genome_size
Halorubrum sp003554605	2502739
Halorubrum sp003666015	4140427
Halorubrum sp003697845	3592980
Halorubrum sp003721435	3582278
Halorubrum sp003781945	3715460
Halorubrum sp003990725	3149869.5
Halorubrum sp004114375	3668425
Halorubrum sp005435165	3321212
Halorubrum sp009742825	3230170
Halorubrum sp009806985	3108822
Halorubrum tebenquichense	3328860
Halorubrum trapanicum	3080199
Halorubrum tropicale	3459713.625
Halorubrum vacuolatum	3477860
Halorubrum xinjiangense	3261379
J07HR59 sp000496235	2876249
N1521 sp003551725	3435256.5
N1521 sp005239175	3359672
N1521 sp005543295	3416214
Salinigranum halophilum	4337923.666666667
Salinigranum rubrum	4973118
Salinigranum salinum	4690830
Haloarchaeobius iranensis	3768606
Halobiforma haloterrestris	4495442
Halobiforma lacisalsi	4360059.5
Halobiforma_A nitratireducens	3688747
Halopiger aswanensis	4865231
Halopiger xanaduensis	4355268
Halopiger_A goleimassiliensis	3906364
Halopiger_B djelfimassiliensis	3776554
Halorubellus sp011440375	3764456
Halostagnicola kamekurae	4108147
Halostagnicola larsenii	4131176
Halostagnicola sp000691505	3178490
Haloterrigena salifodinae	4960699
Haloterrigena salina	4841607
Haloterrigena sp013342135	4773288.5
Haloterrigena turkmenica	5440782
Halovivax asiaticus	3238452
Halovivax ruber	3223876
Halovivax sp007119345	3855275
Natrarchaeobaculum aegyptiacum	3930546
Natrarchaeobaculum sulfurireducens	3821374
Natrarchaeobius chitinivorans	4566486
Natrarchaeobius chitinivorans_A	4614480
Natrarchaeobius halalkaliphilus	3511219
Natrarchaeobius swarupiae	4182058
Natrialba aegyptia	4618362
Natrialba asiatica	4404175
Natrialba chahannaoensis	4309274
Natrialba hulunbeirensis	4159606
Natrialba magadii	4429971
Natrialba sp001861355	4580837
Natrialba taiwanensis	4635192
Natrinema altunense	3733372
Natrinema ejinorense	4476324
Natrinema gari	3828310.3333333335
Natrinema hispanicum	4256545
Natrinema hispanicum_A	3938873.5
Natrinema limicola	3522035
Natrinema mahii	3794337
Natrinema pallidum	3846953.5
Natrinema pellirubrum	4309277.5
Natrinema saccharevitans	3980616
Natrinema salaciae	4857017
Natrinema salifodinae	4311531.5
Natrinema sp002572525	5058058
Natrinema sp005938085	4263024
Natrinema sp013402815	4359796
Natrinema sp013456555	3779651
Natrinema thermotolerans	4013448
Natrinema versiforme	4190799
Natrinema versiforme_A	4674473
Natronobacterium gregoryi	3725291
Natronobacterium_A texcoconense	4009868
Natronococcus amylolyticus	4416525
Natronococcus jeotgali	4273918.5
Natronococcus occultus	4314118
Natronococcus sp003559215	3141282
Natronococcus sp008122205	5316806
Natronolimnobius baerhuensis	3903681.5
Natronolimnobius sp011043775	4562990
Natronolimnohabitans innermongolicus	4588634
Natronorubrum aibiense	4348483
Natronorubrum bangense	4111275
Natronorubrum daqingense	3833359
Natronorubrum sediminis	3782545
Natronorubrum sp003670115	4704250.5
Natronorubrum sp009834785	4556774
Natronorubrum sulfidifaciens	3460288
Natronorubrum texcoconense	4641793
Natronorubrum thiooxidans	4209793
Natronorubrum tibetense	4930841
Saliphagus sp003344565	4606068
Tc-Br11 sp001564275	3202947
Tc-Br11-E2g1 sp001564255	2589362
Tc-Br11-E2g8 sp001564115	3004008
XQ-INN-246 sp006543045	4521535
Natronoarchaeum philippinense	3164179
PXRE01 sp003021085	3385703
Halostella litorea	3745232
Halostella pelagica	3905507
Halostella salina	3735525
Halostella sp003023565	2882595
Halostella sp003675875	4117009
Salinarchaeum sp000403645	3255260
SKNY01 sp007118975	3432512
SKSH01 sp007118075	1830711
SKSH01 sp007118145	2119896
SW-7-71-33 sp003023195	3291641
UBA12382 sp002503845	1109462.6666666667
UBA12382 sp009889625	1067804
Methanocella conradii	2361197
Methanocella paludicola	2957635
Methanocella_A arvoryzae	3179916
Methanocella_A sp002067315	3243770
UBA148 sp002495885	1648397
UBA148 sp013415795	941283
Methanoliparum thermophilum	1257141
Methanolliviera hydrocarbonicum	1664055
Methanolliviera sp902158745	1753872
Methanocalculus sp002496395	2074195
Methanocalculus sp003838065	1777221
Methanocalculus sp003838185	1776967.6666666667
Methanocalculus sp007130455	1449139
Methanocalculus sp9912u	1922577
Methanocorpusculum labreanum	1804962
Methanocorpusculum parvum	1712777.25
Methanocorpusculum sp001940805	1965334
Methanocorpusculum sp002498375	1521496.6666666667
Methanocorpusculum sp002506085	1810882
Methanocorpusculum sp003315675	1697696
Methanoculleus bourgensis	2515423.8333333335
Methanoculleus chikugoensis_A	2254196.5
Methanoculleus horonobensis	2446106
Methanoculleus marisnigri	2478101
Methanoculleus marisnigri_B	2284385
Methanoculleus sediminis	2489717
Methanoculleus sp000691865	2542436
Methanoculleus sp001896715	2687785
Methanoculleus sp002497965	1555109
Methanoculleus sp002498065	2408700
Methanoculleus sp002499455	2308968
Methanoculleus sp002501655	2669922
Methanoculleus sp002506585	2721090
Methanoculleus sp002508705	2662779.846153846
Methanoculleus sp002839575	2547229
Methanoculleus sp002839645	2782193
Methanoculleus sp012510295	1900104
Methanoculleus sp012510335	1840777
Methanoculleus sp012511245	2224908
Methanoculleus sp012521035	2242638
Methanoculleus sp012797575	1964166.5
Methanoculleus thermohydrogenotrophicum	2155791
Methanoculleus thermophilus	2098484.5
Methanoculleus_A taiwanensis	2750720
UBA206 sp002503105	1617645
UBA207 sp002503135	1246533
Methanofollis ethanolicus	2713913
Methanofollis liminatans	2475100
Methanofollis sp002498315	2342296
Methanofollis sp004297185	2357249
Methanofollis tationis	2248716
DSDF01 sp011048835	1994405
LKUD01 sp001412355	2085722
LKUD01 sp013415665	1712362
Methanogenium cariaci	2686643
Methanogenium sp009914725	2189363
Methanogenium sp011045995	1568499
Methanogenium sp012523385	1669266
Methanolacinia paynteri	2791704
Methanolacinia petrolearia	2843290
Methanomicrobium mobile	1711791
Methanoplanus limicola	3200946
CAIKOD01 sp903819595	3246656.5555555555
CAIKOD01 sp903828975	2582402
Methanolinea sp002067095	2239790
Methanolinea sp002067155	1960856
Methanolinea sp002067685	2212452
Methanolinea sp002506105	2429050.8333333335
Methanolinea sp002509495	2197766
Methanolinea sp11423u	2137866.5
Methanolinea tarda	2048009
Methanoregula boonei	2542943
Methanoregula formicica	2820858
Methanoregula sp002067035	2877984
Methanoregula sp002495055	2748327
Methanoregula sp002495065	2424220
Methanoregula sp002502245	2225830.1666666665
Methanoregula sp002502735	2383967
Methanoregula sp002835825	2617107
Methanoregula sp002839605	2591348
Methanoregula sp002839675	2470082
Methanoregula sp003136075	2157464
Methanoregula sp003141335	2017260
Methanoregula sp003154335	2144576
Methanoregula sp003157895	2039844
Methanoregula sp003170075	1921434
Methanoregula sp012798365	2640114
Methanoregula sp903832665	2724602.5
MVRE01 sp002067895	2312687
MVRE01 sp903900025	1745694
SD8 sp001412335	2165812
UBA467 sp002503825	2838694
UBA9949 sp002499905	1881549
UBA9949 sp012516785	1963109
UBA9949 sp013415565	1583495
UBA9949 sp013415575	1412598
UBA9949 sp10516u	1732923
Methanosphaerula palustris	2922917
UBA288 sp004332335	2367119
UBA288 sp012728895	2276124
CAIYHQ01 sp903926075	3244440.75
Methanospirillum hungatei	3234122
Methanospirillum lacunae	3743701
Methanospirillum sp012520015	2407371
Methanospirillum sp012729535	3094441
Methanospirillum sp012729995	2806632
Methanospirillum stamsii	3740742
Methanohalarchaeum thermophilum	2141311
Methanonatronarchaeum sp004212035	1366549.5
Methanonatronarchaeum thermophilum	1513137
PZKD01 sp003034855	1422753
UBA203 sp002503595	2390467
UBA203 sp002506015	2368347
UBA203 sp003194445	3609340
UBA203 sp003601535	1670603
UBA203 sp003661105	2253386
UBA203 sp004211975	2656101
UBA203 sp013572355	1688642
Ethanoperedens ethanivorans	1990850
Ethanoperedens sp004212095	1458808
EX4572-44 sp002254825	2086145
HR1 sp002926195	2338764
UBA7939 sp009649835	1813034
UBA7939 sp014237145	3010698.8
UBA7939 sp7939u	1454876
Methanoperedens nitroreducens	3144720.5
Methanoperedens nitroreducens_A	3524740
Methanoperedens sp002487355	3717163.5
Methanoperedens sp003104905	2913215
Methanoperedens sp012026795	3585555
Methanoperedens sp012026835	3321874
Methanoperedens sp902384525	2920541
Methanoperedens sp902386135	3243210
Methanoperedens sp902386205	2789873
Methanoperedens sp902386255	2601349
Methanoperedens_A sp002839545	1995263
UBA10536 sp10536u	1648413
JAAXQB01 sp012329085	2369335
Methanimicrococcus blatticola	1783317
Methanimicrococcus sp009783635	1333240
Methanimicrococcus sp009784005	1688578
Methanimicrococcus sp012518265	1513574
Methanococcoides burtonii	2575032
Methanococcoides methylutens	2504478.5
Methanococcoides methylutens_A	2394636
Methanococcoides sp900774055	2482578
Methanococcoides vulcani	2326465.3333333335
Methanohalobium evestigatum	2406232
Methanohalophilus euhalobius	1862727.3333333333
Methanohalophilus halophilus	2023686
Methanohalophilus mahii	2012424
Methanohalophilus portucalensis	2060862.75
Methanohalophilus sp003722075	1969036
Methanohalophilus sp004137855	1830088
Methanolobus profundi	3107200
Methanolobus psychrophilus	3072769
Methanolobus psychrotolerans	3164721
Methanolobus sp002501695	2306526
Methanolobus sp002507205	2326582
Methanolobus sp003565715	2130365.5
Methanolobus sp004745425	2592212
Methanolobus tindarius	3151883
Methanolobus vulcani	2947907
Methanolobus vulcani_A	2920174
Methanolobus zinderi	2679496.5
Methanomethylovorans hollandica	2274803.3333333335
Methanomethylovorans sp001896725	2181761
Methanomethylovorans sp002067275	2098238
Methanomethylovorans sp002508425	2465993
Methanomethylovorans sp014361205	2148332
Methanosalsum natronophilum	1743851
Methanosalsum sp007127385	1333932
Methanosalsum zhilinae	2138444
Methanosarcina acetivorans	5004426.5
Methanosarcina barkeri	4459702
Methanosarcina barkeri_A	4560446
Methanosarcina barkeri_B	4890476
Methanosarcina flavescens	3233384
Methanosarcina horonobensis	4972723
Methanosarcina lacustris	4139808
Methanosarcina mazei	4055629.685714286
Methanosarcina siciliae	5128854.333333333
Methanosarcina sp000969965	4025714
Methanosarcina sp000979455	3989743.285714286
Methanosarcina sp001714685	4291352
Methanosarcina sp002496565	3558181
Methanosarcina sp002499445	2941859.8666666667
Methanosarcina sp002505485	3816059
Methanosarcina sp002509325	3084520.5
Methanosarcina sp003157235	2915408
Methanosarcina sp003164755	3468491
Methanosarcina sp004099695	3558779
Methanosarcina sp11020u	4330639
Methanosarcina spelaei	4674786.5
Methanosarcina thermophila	2991199.6666666665
Methanosarcina vacuolata	4558690
MTP4 sp000970045	4211468
MTP4 sp9310u	3855240
Fen-7 sp003162615	2716163
JAAEEW01 sp013415595	1938857
JABLXE01 sp013178225	2978549
Methanothrix soehngenii	2254535.6666666665
Methanothrix sp002067365	2776683
Methanothrix sp002067705	3437085
Methanothrix sp002067755	2032054.3333333333
Methanothrix sp002256595	1611454
Methanothrix sp002505805	2180037
Methanothrix sp003857025	3161014
Methanothrix sp011620785	2044302
Methanothrix sp012798025	1737089
Methanothrix sp902385025	2278623
Methanothrix sp903871465	3158816.888888889
Methanothrix_A harundinacea_A	2510428
Methanothrix_A harundinacea_B	2070930.75
Methanothrix_A harundinacea_D	2320010.6666666665
Methanothrix_A harundinacea_E	2235368
Methanothrix_A sp001602645	2361535.4285714286
Methanothrix_A sp9297u	2171495
Methanothrix_B thermoacetophila	1868867
MVQI01 sp002067795	2454842
UBA114 sp002506335	2412234
UBA204 sp002501765	1808468
JdFR-19 sp002010075	1288683
Methermicoccus shengliensis	1370293.2
ANME1a sp003194425	1398999
G60ANME1 sp003194435	1805851
JACGMN01 sp011049045	2003787
JACGMN01 sp014061035	1073849
QENH01 sp003336485	3182512
QENH01 sp013139985	2125186
QENH01 sp013180565	2727246
QEXZ01 sp003160755	1898925
QEXZ01 sp003601795	1934883
QEXZ01 sp003661125	2212588
QEXZ01 sp013180605	2344285
B39-G2 sp003661185	1690640
Syntropharchaeum butanivorans	1464741
Syntropharchaeum_A caldarius	1666081
BMS3B sp002897955	1738368
BMS3B sp003229935	1722334.5
JAADFX01 sp013152685	1800810
Hydrothermarchaeum profundi	2062134
J060 sp003695745	1284962
SZUA-236 sp002923215	1628016
SZUA-236 sp003230355	1270198
CSSED10-269 sp003558235	829326
B47-G15 sp003660975	1333875
0-14-0-20-34-12 sp002779065	940694
1-14-0-10-31-34 sp002763225	1044951
DTGL01 sp011334955	876817
GW2011-AR10 sp000830275	1231982.5
Iainarchaeum andersonii	1098042
UBA10205 sp005239615	1137048
UBA10205 sp10205u	1432180
UBA493 sp002762975	1130899
JAAZKV01 sp902385225	1054479
JAADDH01 sp013154035	1012119
CADBMS01 sp902795935	1513444
Methanobacterium formicicum	2320773
Methanobacterium formicicum_A	2684267
Methanobacterium sp000309865	2420154
Methanobacterium sp000499765	2029766
Methanobacterium sp002067065	2489884
Methanobacterium sp002496805	2048137
Methanobacterium sp003491305	2417388
Methanobacterium sp012838205	1873721
Methanobacterium sp013403005	2370914
Methanobacterium subterraneum	2339610
Methanobacterium_A sp002067325	2328235.5
Methanobacterium_A sp002494495	1847275
Methanobacterium_A sp002495625	2395168.5
Methanobacterium_A sp002502855	2118924
Methanobacterium_A sp003166335	2242897.5
Methanobacterium_A sp011620845	1865488
Methanobacterium_B lacus	2583753
Methanobacterium_B sp000744455	2490725
Methanobacterium_B sp003151535	3163878
Methanobacterium_B sp003158115	2223381.75
Methanobacterium_B sp003162115	2056121
Methanobacterium_B sp003162655	1624289
Methanobacterium_B sp009712615	2181304
Methanobacterium_C congolense	2273581
Methanobacterium_C paludis	2546541
Methanobacterium_C sp002498385	2113960.0555555555
Methanobacterium_D bryantii	3397943
Methanobacterium_D sp002494885	2266768
Methanobacterium_D sp002505765	2273801
Methanobacterium_D sp002509665	2938107
Methanobacterium_D veterum	3381739
Methanobrevibacter olleyae	2161818
Methanobrevibacter ruminantium	2937203
Methanobrevibacter ruminantium_A	2770697
Methanobrevibacter sp900314635	1991129.9
Methanobrevibacter sp900321995	1898193
Methanobrevibacter sp902769175	3124922
Methanobrevibacter sp902774685	2066989
Methanobrevibacter sp902784195	1808737.2857142857
Methanobrevibacter_A gottschalkii	1850791.6666666667
Methanobrevibacter_A millerae	2725667
Methanobrevibacter_A millerae_A	2543538
Methanobrevibacter_A oralis	2114063.75
Methanobrevibacter_A smithii	1755584.1176470588
Methanobrevibacter_A smithii_A	1949119.0666666667
Methanobrevibacter_A sp001548675	2273296
Methanobrevibacter_A sp900313645	1424219
Methanobrevibacter_A sp900314615	2431573
Methanobrevibacter_A sp900314695	2194194.08
Methanobrevibacter_A sp900316895	1939318.5
Methanobrevibacter_A sp900317865	2661336.375
Methanobrevibacter_A sp900318035	2288391
Methanobrevibacter_A sp900319535	2214813.4
Methanobrevibacter_A sp900319985	2407734.25
Methanobrevibacter_A sp900320515	2006519.2222222222
Methanobrevibacter_A sp900320955	2291898
Methanobrevibacter_A sp900766745	2151595
Methanobrevibacter_A sp900769095	1591883
Methanobrevibacter_A sp902763935	2142579
Methanobrevibacter_A sp902764015	1983487
Methanobrevibacter_A sp902764455	2750531
Methanobrevibacter_A sp902768765	2204429.3333333335
Methanobrevibacter_A sp902770715	2118247
Methanobrevibacter_A sp902771435	2175250
Methanobrevibacter_A sp902772665	2232988
Methanobrevibacter_A sp902774605	2138290
Methanobrevibacter_A sp902777885	1766933
Methanobrevibacter_A sp902782595	1858520
Methanobrevibacter_A sp902783085	1548567
Methanobrevibacter_A sp902785855	2155436
Methanobrevibacter_A sp902788255	2196820
Methanobrevibacter_A sp902789505	1894704
Methanobrevibacter_A sp902794475	2274647
Methanobrevibacter_A sp902796575	1968768
Methanobrevibacter_A sp902801725	2161298
Methanobrevibacter_A thaueri	1808019.3333333333
Methanobrevibacter_A woesei	1576959.5
Methanobrevibacter_B boviskoreani	1922859.8
Methanobrevibacter_B sp002208625	1920674
Methanobrevibacter_B sp900314605	2456853.1818181816
Methanobrevibacter_B wolinii	2041814
Methanobrevibacter_C arboriphilus	2388258
Methanobrevibacter_C arboriphilus_A	2250874.5
Methanobrevibacter_C cuticularis	2608702
Methanobrevibacter_C sp003315655	1913772
Methanobrevibacter_C sp009777005	2884613
Methanobrevibacter_D curvatus	2414608
Methanobrevibacter_D filiformis	2606143
Methanosphaera cuniculi	1904839
Methanosphaera sp001729965	1729155
Methanosphaera sp003266105	1935828
Methanosphaera sp003266145	1859798
Methanosphaera sp003268005	2868093
Methanosphaera sp11921u	1387152.5
Methanosphaera sp900322125	1672203
Methanosphaera sp902797085	1774247
Methanosphaera stadtmanae	1677452.8
UBA117 sp002494785	2178082
UBA349 sp002509745	2254594
UBA349 sp002839705	2565531
UBA412 sp002495685	1618425.1818181819
UBA587 sp002504725	2007729
UBA588 sp002509085	1849948.5
UBA588 sp003558085	1855722
Methanothermus fervidus	1243342
Methanothermobacter marburgensis	1692699.6666666667
Methanothermobacter sp000828575	1731018
Methanothermobacter thermautotrophicus	1565130.142857143
Methanothermobacter wolfei	1654258
Methanothermobacter_A sp001507955	1369091.6666666667
Methanothermobacter_A sp003584625	1532343.5
